time_stamp,px_state,py_state,v_state,yaw_angle_state,yaw_rate_state,sensor_type,NIS,px_measured,py_measured,px_ground_truth,py_ground_truth,vx_ground_truth,vy_ground_truth,std_px_est,std_py_est,std_v_est,std_yaw_est,std_yaw_rate_est,RMSE_acc_px,RMSE_acc_py,RMSE_acc_vx,RMSE_acc_vy,ax_calc,ay_calc,delta t
1477010452950000,2.76741,17.2571,4.98805,4.01221,0.509227,radar,2.97293,3.26647,17.0897,2.74805,17.2051,-3.49344,-3.66302,0.0913573,0.0619004,0.157594,0.0574675,0.158023,0.0554225,0.0923217,0.488223,0.289431,-1.1276,1.227,0.05
1477010453000000,2.59084,17071,5.0046,4.02877,0.497009,lidar,0.103336,2.55407,17.0853,2.57486,17.0205,-3437,-3.72251,0.0842538,0.0607581,0.154029,0.0572751,0.161303,0.055296,0.0921604,0.487397,0.288924,68670.1312,1.18980000000001,0.05
1477010453050000,2.4237,16.9069,4.94089,4.02189,0.423463,radar,2249,2.55039,16.8884,2.4045,16833,-3.38059,-3.78014,0.0925555,0.0615684,0.155703,0.0588754,0.160402,0.0551755,0.092079,0.486466,0.288215,-68672.3882,1.1526,0.05
1477010453100000,2.25794,16.7353,4.93552,4.03265,0.409701,lidar,0.51792,2.25371,16.8334,2.23695,16.6427,-3.32428,-3.83595,0.0850639,0.0605341,0.152535,0.0583999,0.163104,0.0550591,0.0920814,0.485517,0.287504,-1.12620000000001,1.11619999999999,0.05
1477010453150000,2.07885,16.5413,4.93703,4.03264,0.362509,radar,4.92278,1.57735,16.0489,2.07221,16.4497,-3.26812,-3.88995,0.0930234,0.0611978,0.154768,0.0594839,0.161157,0.054926,0.0920792,0.484462,0.28682,-1.1232,1.08,0.05
1477010453200000,1.92543,16.3109,4.97079,4.06218,0.376908,lidar,2.27606,1.88972,16.1054,1.91027,16254,-3.21219,-3.94216,0.0854245,0.0602769,0.151864,0.0588985,0.163711,0.0548021,0.0919403,0.483487,0.286122,-1.1186,1.04420000000001,0.05
1477010453250000,1.76319,16.1363,4.9362,4.0582,0.328609,radar,0.896076,1.74362,16.2687,1.75112,16.0557,-3.15656,-3.99261,0.0933934,0.0608843,0.154014,0.0599469,0.16172,0.0546754,0.0918886,0.48243,0.285475,-1.11260000000001,1.00899999999999,0.05
1477010453300000,1.55353,15.9705,4.97305,4.04018,0.28135,lidar,1.53159,1.44745,16.0853,1.59474,15.8549,-3.10129,-4.04132,0.0857503,0.0600024,0.151328,0.0592701,0.164155,0.0546183,0.0920181,0.481263,0.284976,-1.10539999999999,0.974199999999996,0.05
1477010453350000,1.43408,15.7358,5.01615,4.09738,0.370248,radar,2.34608,1.6097,15.5526,1.44111,15.6517,-3.04644,-4.08832,0.0929435,0.0604329,0.154547,0.0591013,0.160223,0.054489,0.0919816,0.480221,0.28429,-1.097,0.940000000000012,0.05
1477010453400000,1.26048,15.5184,5.05991,4.10639,0.356612,lidar,0.772662,1.18395,15.4284,1.29021,15.4463,-2.99207,-4.13364,0.08562,0.0595805,0.151839,0.0585807,0.163084,0.0543974,0.0918969,0.479131,0.283615,-1.0874,0.906399999999987,0.05
1477010453450000,1.10021,15.3262,5.05295,4.10834,0.328818,radar,0.895074,0.828993,15528,1.14201,15.2386,-2.93825,-4.1773,0.0934632,0.0601075,0.15392,0.0595287,0.161179,0.0543444,0.091877,0.478012,0.282942,-1.0764,0.873200000000001,0.05
1477010453500000,0.885097,15.1093,5.13648,4.09591,0.288232,lidar,2.20019,0.722706,15.0075,0.996486,15.0288,-2.88503,-4.21933,0.0860525,0.0593523,0.15133,0.0589035,0.163788,0.054755,0.0918266,0.476914,0.282277,-1.0644,0.840600000000009,0.05
1477010453550000,0.731875,14.9296,5.0855,4.08823,0.23914,radar,2.22051,1.03147,15.2134,0.853604,14.8169,-2.83246,-4.25977,0.0932239,0.0597543,0.154368,0.0586882,0.159932,0.0552618,0.0919365,0.475884,0.281759,-1.0514,0.808799999999987,0.05
1477010453600000,0.6353,14.7148,5.0417,4.12373,0.27129,lidar,0.700267,0.737301,14.7047,0.71333,14603,-2.78061,-4.29864,0.0858777,0.0591488,0.151715,0.0582071,0.162881,0.0553906,0.0920399,0.474768,0.28119,-1.037,0.777400000000004,0.05
1477010453650000,0.527836,14.4712,5.07806,4.17238,0.341881,radar,1.98929,0.722177,14.2445,0.575628,14.3872,-2.72952,-4.33598,0.0930839,0.0595772,0.154263,0.0586376,0.160229,0.0553575,0.0920039,0.473727,0.280535,-1.02180000000001,0.746800000000007,0.05
1477010453700000,0.35287,14.2495,5.12765,4.17039,0.315361,lidar,0.747986,0.253435,14.2029,0.440459,14.1696,-2.67925,-4.37181,0.0859439,0.0588034,0.151678,0.0582262,0.163159,0.0555507,0.0919514,0.472629,0.279886,-1.0054,0.716599999999996,0.05
1477010453750000,0.236733,13.9954,5.20273,4.22013,0.395726,radar,3.06643,-0.0328023,13.9604,0.307779,13.9502,-2.62984,-4.40617,0.0934083,0.0592726,0.153656,0.0590547,0.161115,0.0556324,0.0917899,0.471678,0.279502,-0.988199999999999,0.687200000000008,0.05
1477010453800000,0.232058,13.7444,5.11364,4.29597,0.47348,lidar,3.67166,0.459172,13.6856,0.177545,13.7292,-2.58135,-4.43909,0.0864109,0.0585153,0.151186,0.0585238,0.16374,0.0556273,0.0915839,0.471876,0.279323,-0.969800000000003,0.658399999999997,0.05
1477010453850000,0.132836,13.5015,5.1502,4.32915,0.499317,radar,0.834651,0.0524412,13.6377,0.0497099,13.5065,-2.53381,-4.47061,0.0949845,0.0591207,0.150025,0.0616944,0.165618,0.0557844,0.0913743,0.47259,0.279451,-0.950800000000003,0.630399999999991,0.05
1477010453900000,-0.0394799,13271,5.20869,4.31511,0.44303,lidar,1.55672,-0.190344,13.2856,-0.0757753,13.2823,-2.48728,-4.50075,0.0876431,0.0581804,0.148467,0.060636,0.166936,0.0557109,0.0911686,0.472587,0.27956,-0.930599999999995,0.602800000000006,0.05
1477010453950000,-0.159904,13.0538,5.16339,4.31174,0.389733,radar,1.2487,-0.275043,13.1456,-0.198962,13.0566,-2.44179,-4.52955,0.0961324,0.0587688,0.147964,0.0630891,0.167244,0.0556465,0.0909614,0.472394,0.279336,-0.909800000000001,0.576000000000008,0.05
1477010454000000,-0.154714,12.8264,5.06822,4.37922,0.460537,lidar,3.24662,0.0462308,12.9301,-0.319903,12.8295,-2.39739,-4.55704,0.0884838,0.0580093,0.146951,0.0615989,0.167894,0.0566215,0.0907556,0.473945,0.279141,-0.888,0.549799999999987,0.05
1477010454050000,-0.276701,12.6025,5.03021,4.3673,0.390515,radar,3.70388,-0.684792,12.3563,-0.438654,12.6011,-2.35412,-4.58326,0.097116,0.0586363,0.144976,0.0649586,0.16984,0.05753,0.090551,0.474899,0.278695,-0.865400000000003,0.524400000000007,0.05
1477010454100000,-0.400698,12.3675,5.05799,4.3657,0.359482,lidar,0.394656,-0.476482,12.3633,-0.555273,12.3714,-2.31202,-4.60823,0.0891061,0.0578176,0.144899,0.0630766,0.16972,0.0583267,0.0903481,0.475497,0.278248,-0.842000000000001,0.499399999999994,0.05
1477010454150000,-0.532329,12.1599,5.02895,4.34692,0.295353,radar,3.71928,-0.972122,12.5207,-0.669818,12.1404,-2.27111,-4.63198,0.096953,0.0584325,0.1442,0.0652144,0.169545,0.0589169,0.0901557,0.475489,0.27766,-0.818199999999996,0.475000000000012,0.05
1477010454200000,-0.608919,11.9413,5.00181,4.36471,0.300414,lidar,0.535125,-0.582624,12.0386,-0.78235,11.9083,-2.23144,-4.65456,0.0890478,0.0577203,0.144433,0.0632677,0.169511,0.0599121,0.0899819,0.475732,0.27706,-0.793400000000002,0.451599999999992,0.05
1477010454250000,-0.742892,11.7135,5.01345,4.34855,0.248963,radar,2.62145,-1.26757,11.6495,-0.892931,11.6751,-2.19304,-4.67598,0.0961823,0.0583488,0.144257,0.0648068,0.168597,0.0606068,0.0898188,0.475457,0.276448,-0.768000000000004,0.4284,0.05
1477010454300000,-0.948644,11.4718,5.10283,4.3018,0.163615,lidar,3.65339,-1.17212,11.3988,-1.00163,11.4409,-2.15594,-4.69628,0.0885775,0.0576554,0.144571,0.063016,0.168954,0.0605753,0.0896442,0.474474,0.27584,-0.741999999999994,0.405999999999995,0.05
1477010454350000,-1.06324,11.2458,5.06667,4.28829,0.110899,radar,2.32434,-0.891441,10959,-1.1085,11.2057,-2.12017,-4.71549,0.0935682,0.0583274,0.146766,0.0617578,0.163826,0.0605166,0.0894869,0.473438,0.275311,-0.715400000000006,0.384200000000003,0.05
1477010454400000,-1.24276,11.0212,5.11451,4.25518,0.0573815,lidar,1.53428,-1.39289,11.0424,-1.21362,10.9695,-2.08575,-4.73364,0.0868091,0.0576931,0.146574,0.0607312,0.165745,0.060415,0.0893567,0.47254,0.274875,-0.688399999999998,0.363000000000007,0.05
1477010454450000,-1.31232,10.7721,5.14783,4.30092,0.14738,radar,2016,-1.29894,10.9012,-1.31706,10.7324,-2.05273,-4.75075,0.0903292,0.0584507,0.150018,0.0580942,0.159012,0.0602843,0.0892006,0.471512,0.274285,-0.660400000000001,0.342199999999995,0.05
1477010454500000,-1.44026,10.5193,5.1882,4.2988,0.134489,lidar,0.722816,-1.49687,10.4198,-1.41889,10.4945,-2.02111,-4.76686,0.0846375,0.0577731,0.149222,0.057962,0.162463,0.0601702,0.0890222,0.470509,0.273693,-0.632399999999995,0.322200000000006,0.05
1477010454550000,-1.5236,10.2547,5.23633,4.33221,0.192564,radar,1.69839,-1.59293,10.0212,-1.51917,10.2559,-1.99093,-4.78198,0.0889112,0.0585921,0.151835,0.056685,0.158168,0.060041,0.0888302,0.469505,0.273153,-0.603600000000002,0.302399999999992,0.05
1477010454600000,-1.61894,10.0452,5.19541,4.33684,0.186356,lidar,1.92851,-1.61875,10.2374,-1.61797,10.0165,-1.96221,-4.79615,0.0837714,0.0578585,0.150593,0.0569317,0.161948,0.0599121,0.0886593,0.468511,0.272577,-0.574399999999997,0.2834,0.05
1477010454650000,-1.70891,9.81482,5.16935,4.34288,0.175833,radar,0.493985,-1.59702,9.96554,-1.71539,9.77637,-1.93498,-4.80939,0.0881968,0.0587484,0.152576,0.0563254,0.158587,0.0597854,0.0885054,0.46753,0.271995,-0.544600000000006,0.264800000000012,0.05
1477010454700000,-1.77964,9.59511,5.12669,4.35867,0.185839,lidar,0.871537,-1.73381,9.71347,-1.81147,9.53564,-1.90924,-4.82172,0.0832436,0.0579502,0.151112,0.0567781,0.162339,0.0596942,0.088402,0.466615,0.271417,-0.514799999999998,0.24659999999999,0.05
1477010454750000,-1.88877,9.34205,5.18407,4.36911,0.204223,radar,2.48127,-2.27191,9.37316,-1.90631,9.29431,-1.88502,-4.83316,0.0873616,0.0589207,0.152851,0.0562758,0.158962,0.0595786,0.0882692,0.465715,0.27086,-0.484400000000003,0.228800000000007,0.05
1477010454800000,-1.96681,9.04925,5.23763,4.39013,0.218154,lidar,4.10957,-1.93833,8.77028,-1.99998,9.05243,-1.86233,-4.84374,0.0827673,0.0580642,0.151313,0.0568523,0.162635,0.0594918,0.0880831,0.464919,0.270408,-0.453799999999998,0.211600000000001,0.05
1477010454850000,-2.05495,8.82661,5.18644,4.38482,0.17932,radar,1.83147,-1.96565,9.13274,-2.09256,8.81003,-1.8412,-4.85347,0.0864542,0.059121,0.152949,0.055925,0.158534,0.0594167,0.0879044,0.464076,0.269865,-0.422599999999997,0.194599999999987,0.05
1477010454900000,-2.14969,8.57464,5.20391,4.38868,0.172002,lidar,0.107365,-2.1768,8.5411,-2.18412,8.56717,-1.82164,-4.86238,0.0821926,0.0581981,0.151411,0.056606,0.162257,0.0593341,0.0877216,0.463229,0.26934,-0.391200000000005,0.178200000000004,0.05
1477010454950000,-2.28131,8.31974,5.25091,4.37367,0.137895,radar,2.65873,-2.65862,8.19477,-2.27474,8.32388,-1.80365,-4.87047,0.0848644,0.0593868,0.153452,0.0548396,0.156915,0.0592118,0.0875391,0.462279,0.26883,-0.359799999999995,0.161800000000003,0.05
1477010455000000,-2.32283,8.08692,5.19879,4.40027,0.165648,lidar,0.928632,-2.21875,8.15339,-2.3645,8.0802,-1.78726,-4.87778,0.081157,0.0584003,0.151917,0.0557488,0.161014,0.0591498,0.0873584,0.461483,0.268309,-0.327800000000003,0.146200000000007,0.05
1477010455050000,-2.38541,7.87418,5.13467,4.40838,0.159667,radar,5.52947,-2273,8.52315,-2.45348,7.83617,-1.77248,-4.8843,0.0830997,0.059677,0.153983,0.0535697,0.155264,0.0591895,0.0872119,0.460777,0.267756,-0.2956,0.130399999999984,0.05
1477010455100000,-2.50008,7.62274,5.17204,4.39859,0.134985,lidar,0.605136,-2.59674,7.60288,-2.54177,7.59184,-1.75931,-4.89006,0.0797255,0.0586407,0.152507,0.0547996,0.159823,0.0591281,0.0870548,0.459946,0.267211,-0.263399999999998,0.115200000000009,0.05
1477010455150000,-2.6719,7387,5.19199,4.34211,0.0166737,radar,5.06349,-3.08256,7.38874,-2.62944,7.34723,-1.74777,-4.89507,0.0807707,0.060044,0.154798,0.0519853,0.153254,0.0590694,0.0869136,0.45908,0.266686,-0.230800000000002,0.100200000000008,0.05
1477010455200000,-2.77629,7.13217,5.21687,4.33958,0.0119544,lidar,0.279204,-2.79865,7064,-2.71658,7.10238,-1.73786,-4.89933,0.0780907,0.0589131,0.153364,0.0535805,0.15836,0.059072,0.0867569,0.458259,0.266154,-0.198200000000002,0.08519999999999,0.05
1477010455250000,-2.83119,6.89685,5.19483,4.36976,0.0732463,radar,1.93936,-2.79412,7.20818,-2.80326,6.85734,-1.72958,-4.90286,0.0771346,0.0604963,0.156668,0.0484848,0.148445,0.0589787,0.086617,0.457328,0.265614,-0.165600000000001,0.07060000000001,0.05
1477010455300000,-2.87035,6.69001,5.1082,4.39022,0.0950521,lidar,2.66117,-2.74651,6.86867,-2.88957,6.61214,-1.72295,-4.90566,0.0751285,0.0593942,0.155293,0.0506871,0.154676,0.0588719,0.0865834,0.456451,0.265103,-0.132599999999998,0.055999999999994,0.05
1477010455350000,-2.93549,6.46817,5.04032,4.38266,0.0474611,radar,3.91511,-2.57673,6.36755,-2.97559,6.36681,-1.71797,-4.90774,0.0750233,0.060922,0.157572,0.0474882,0.148073,0.0588082,0.086648,0.455562,0.264715,-0.099599999999995,0.041600000000006,0.05
1477010455400000,-2.98942,6.23259,5.01474,4397,0.0630962,lidar,0.444672,-2.90217,6.22989,-3.0614,6.12139,-1.71464,-4.90911,0.0733536,0.0597802,0.1562,0.0500361,0.154515,0.0588671,0.0867605,0.454758,0.264336,-0.066600000000001,0.027399999999993,0.05
1477010455450000,-3.10685,5.98425,5.06872,4.38826,0.0568074,radar,3.31842,-3.50172,6.10796,-3.14709,5.87592,-1.71297,-4.90976,0.07277,0.0613266,0.158279,0.0466708,0.14743,0.0588043,0.0868574,0.453891,0.26389,-0.033400000000001,0.013000000000005,0.05
1477010455500000,-3.19003,5.71015,5.11632,4.39377,0.0600879,lidar,1.70265,-3.1778,5.53101,-3.23274,5.63043,-1.71295,-4.9097,0.0716762,0.0601636,0.156969,0.0494782,0.154058,0.0587489,0.0868301,0.453039,0.263384,-0.000399999999998,-0.001200000000008,0.05
1477010455550000,-3.30063,5.46271,5.12659,4.36784,-0.00736375,radar,1.93507,-3.19736,5.19093,-3.31843,5.38496,-1.71458,-4.90893,0.0701102,0.0617378,0.159096,0.0448382,0.144877,0.058643,0.0867959,0.452141,0.262913,0.0326,-0.015400000000003,0.05
1477010455600000,-3.3991,5.20179,5.16347,4.36461,-0.0110134,lidar,0.561375,-3.43031,5.10507,-3.40424,5.13955,-1.71787,-4.90745,0.0695659,0.0605748,0.157939,0.0478982,0.151961,0.0585279,0.0867126,0.451254,0.262414,0.065799999999996,-0.029599999999999,0.05
1477010455650000,-3.46247,4.95555,5.15936,4.38579,0.0369965,radar,0.422367,-3.4281,4.94644,-3.49026,4.89422,-1.72281,-4.90525,0.0671033,0.062148,0.159968,0.0422506,0.141415,0.0584386,0.0866272,0.450385,0.2619,0.098799999999999,-0.043999999999986,0.05
1477010455700000,-3.57845,4.67709,5.23538,4.37782,0.0254897,lidar,2.07545,-3.69435,4.52196,-3.57657,4.64902,-1.72939,-4.90233,0.0669236,0.061069,0.159068,0.0455841,0.14908,0.058324,0.0864751,0.449501,0.2614,0.131600000000001,-0.05840000000001,0.05
1477010455750000,-3.68747,4.42463,5.24761,4.35383,-0.0380314,radar,1.92801,-3.50501,4.17643,-3.66325,4.40398,-1.73763,-4.89868,0.064441,0.062512,0.160621,0.0400983,0.13894,0.0582296,0.0863157,0.448669,0.26089,0.164800000000001,-0.073000000000008,0.05
1477010455800000,-3.82321,4.15347,5.32208,4.33798,-0.0536343,lidar,2.40035,-4.00238,4.04684,-3.75039,4.15913,-1.74749,-4.8943,0.064636,0.0615031,0.15996,0.0436337,0.146976,0.0582935,0.0861483,0.447967,0.260408,0.1972,-0.087599999999988,0.05
1477010455850000,-3.90003,3.91248,5.30389,4.35738,0.00284975,radar,1.3978,-4.06447,4.10977,-3.83806,3.91452,-1.75899,-4.88918,0.0618381,0.0628569,0.161009,0.0376905,0.136013,0.0583082,0.0859813,0.447129,0.259956,0.230000000000001,-0.102400000000014,0.05
1477010455900000,-3.97207,3.6802,5.26252,4.36266,0.00746017,lidar,0.733231,-3.88053,3.75177,-3.92635,3.67019,-1.77212,-4.8833,0.0621584,0.0619872,0.160684,0.0413757,0.144421,0.0582648,0.0858174,0.44627,0.259481,0.262600000000002,-0.117599999999989,0.05
1477010455950000,-4.07237,3.47608,5.20132,4.34118,-0.0458601,radar,3.98827,-4.23729,3.88878,-4.01533,3.42616,-1.78686,-4.87666,0.060126,0.0630936,0.161407,0.0365887,0.135069,0.0582601,0.0857081,0.445454,0.258988,0.2948,-0.1328,0.05
1477010456000000,-4.16447,3.23164,5.20268,4.3401,-0.0444013,lidar,0.0169223,-4.15119,3.21968,-4.10509,3.18248,-1.8032,-4.86925,0.0604714,0.0623277,0.161266,0.0403795,0.143576,0.0582644,0.0855979,0.444634,0.258495,0.326799999999996,-0.148200000000003,0.05
1477010456050000,-4.2789,2.9778,5.23533,4.32415,-0.0777357,radar,0.579777,-4.27467,2.88187,-4.19571,2.93919,-1.82113,-4.86104,0.05882,0.0632837,0.161507,0.035961,0.134343,0.0583798,0.0854677,0.443895,0.258003,0.358600000000004,-0.164200000000001,0.05
1477010456100000,-4.37007,2.70353,5.27748,4.32829,-0.0662283,lidar,1.37254,-4.32451,2.55034,-4.28727,2.69633,-1.84065,-4.85202,0.05923,0.0626586,0.161549,0.0397725,0.142872,0.058492,0.0853062,0.443131,0.257524,0.3904,-0.180399999999992,0.05
1477010456150000,-4.45523,2.4535,5.27467,4.33848,-0.0336154,radar,0.290479,-4.38481,2.39989,-4.37985,2.45393,-1.86173,-4.84218,0.0579953,0.0634034,0.161176,0.0355135,0.133469,0.0585651,0.0851445,0.442309,0.25707,0.4216,-0.19680000000001,0.05
1477010456200000,-4.5602,2.18812,5.31383,4.33773,-0.0301093,lidar,0.637416,-4.61223,2.09192,-4.47352,2.21205,-1.88436,-4.83149,0.0583616,0.0629186,0.161436,0.0392522,0.141986,0.0586965,0.0849964,0.441489,0.25668,0.452599999999999,-0.213799999999988,0.05
1477010456250000,-4.66921,1.95993,5.29557,4.30603,-0.116845,radar,3.72126,-4.29257,1.92854,-4.56836,1.97072,-1.90853,-4.81994,0.0577104,0.0634674,0.160828,0.0354773,0.133125,0.0589115,0.084839,0.440804,0.256211,0.483400000000001,-0.231000000000012,0.05
1477010456300000,-4.78645,1.68584,5.35624,4.30283,-0.109382,lidar,1.57121,-4.86829,1.53442,-4.66444,1.72998,-1.93422,-4.80751,0.0580097,0.0631625,0.161228,0.0390999,0.14155,0.0592733,0.0847231,0.440146,0.255813,0.5138,-0.248600000000003,0.05
1477010456350000,-4909,1.43839,5.37586,4.28488,-0.141056,radar,0.308919,-4.98165,1.43611,-4.76186,1.48989,-1.9614,-4.79417,0.057817,0.0637779,0.160144,0.0359227,0.133522,0.0598415,0.0846234,0.439628,0.255405,0.5436,-0.266799999999989,0.05
1477010456400000,-4.96983,1.20495,5.31549,4.29059,-0.130494,lidar,5.07739,-4.66779,1.28643,-4.86066,1.25049,-1.99007,-4.7799,0.0580382,0.0636201,0.160635,0.0393848,0.141724,0.0600998,0.0845116,0.438956,0.254966,0.573400000000004,-0.285400000000013,0.05
1477010456450000,-5.06396,0.988189,5.25702,4.29119,-0.10778,radar,1.2086,-4.98594,1.10894,-4.96095,1.01182,-2.02019,-4.76468,0.0582772,0.0642781,0.159472,0.0369223,0.134777,0.0603151,0.0843672,0.438213,0.254501,0.602399999999994,-0.304399999999987,0.05
1477010456500000,-5.12568,0.755961,5.20799,4.29752,-0.0973235,lidar,4.0515,-4.85498,0.825661,-5.06277,0.77393,-2.05174,-4.74848,0.0583196,0.0641134,0.159975,0.0402399,0.14268,0.0603249,0.0842184,0.437413,0.254033,0.631000000000004,-0.324000000000009,0.05
1477010456550000,-5.21883,0.460554,5.29678,4.30559,-0.0856333,radar,5334,-4.84736,0.18101,-5.16621,0.536876,-2.08471,-4.73127,0.0588626,0.0648036,0.158964,0.0382937,0.136479,0.0602984,0.0841908,0.436609,0.253694,0.659399999999994,-0.34419999999999,0.05
1477010456600000,-5.29402,0.219867,5.27039,4.30968,-0.0768965,lidar,1.59188,-5.1231,0.257311,-5.27133,0.300706,-2.11906,-4.71303,0.0589093,0.0646175,0.159413,0.0414587,0.144038,0.0602036,0.0841787,0.435821,0.253363,0.687000000000007,-0.36480000000001,0.05
1477010456650000,-5.4026,-0.0168719,5.25157,4.31823,-0.0291279,radar,5.89462,-5.99809,-0.290765,-5.3782,0.0654719,-2.15477,-4.69374,0.0598397,0.0715806,0.164457,0.040738,0.138808,0.0601117,0.0841721,0.435105,0.253073,0.714199999999998,-0.385799999999996,0.05
1477010456700000,-5.47264,-0.256111,5.22491,4.32541,-0.0195984,lidar,1.6537,-5.29972,-0.212982,-5.4869,-0.168772,-2.1918,-4.67335,0.059788,0.0698955,0.162512,0.0433055,0.145617,0.0600084,0.0841838,0.434515,0.252809,0.740600000000002,-0.407799999999998,0.05
1477010456750000,-5.5946,-0.434647,5.14374,4.29507,-0.0737626,radar,3.76516,-5.64447,-0.144522,-5.59748,-0.401971,-2.23014,-4.65185,0.0606725,0.0701148,0.160466,0.0416115,0.139819,0.0598999,0.0840542,0.433816,0.252369,0.766799999999996,-0.43000000000001,0.05
1477010456800000,-5.73233,-0.616778,5.08193,4.26598,-0.112042,lidar,2.53178,-5.85359,-0.445801,-5.71001,-0.634069,-2.26974,-4.62919,0.0604656,0.0687506,0.159557,0.0441505,0.146529,0.0598067,0.0839088,0.433056,0.251928,0.792000000000002,-0.453199999999985,0.05
1477010456850000,-5.84888,-0.840481,5.10506,4.23757,-0.181894,radar,5.18075,-5.30947,-0.724468,-5.82456,-0.865006,-2.31058,-4.60536,0.0614503,0.0698735,0.157731,0.0434532,0.142684,0.0597168,0.0837706,0.432278,0.251505,0.816799999999995,-0.476600000000005,0.05
1477010456900000,-5.94381,-1.11259,5.16198,4.24958,-0.148963,lidar,1.65589,-5.87835,-1.26863,-5.94118,-1.09472,-2.35262,-4.58032,0.0611209,0.0687095,0.157335,0.0458725,0.148914,0.0596099,0.0836272,0.431513,0.251064,0.840800000000002,-0.500799999999995,0.05
1477010456950000,-6.03097,-1.38317,5.20595,4.26429,-0.114798,radar,2.95913,-5.68069,-1.52871,-6.05993,-1.32316,-2.39581,-4.55404,0.0622901,0.0704861,0.15586,0.0454411,0.145339,0.0595285,0.0835548,0.430823,0.250751,0.863800000000001,-0.525599999999997,0.05
1477010457000000,-6.17093,-1.58866,5.17864,4.24054,-0.141962,lidar,0.960785,-6.27263,-1.50938,-6.18087,-1.55025,-2.44014,-4.52648,0.0620942,0.0691265,0.155678,0.0475996,0.15101,0.0594255,0.0834374,0.430087,0.250357,0.8866,-0.551200000000005,0.05
1477010457050000,-6.31811,-1.81847,5.24015,4.19944,-0.235089,radar,3.60059,-6.11355,-1.75966,-6.30406,-1.77593,-2.48555,-4.49762,0.0634389,0.0714577,0.1545,0.0474553,0.147866,0.0593259,0.0833279,0.429354,0.249946,0.908199999999999,-0.577199999999998,0.05
1477010457100000,-6.42423,-2.07098,5.26366,4.20404,-0.210223,lidar,0.669294,-6.34007,-2.13685,-6.42954,-2.00014,-2532,-4.46742,0.0630273,0.0700724,0.154349,0.0492531,0.152917,0.0592219,0.083287,0.428598,0.249625,50590.289,-0.604000000000013,0.05
1477010457150000,-6.57668,-2.27003,5.22278,4.18006,-0.222511,radar,2.92138,-6.99344,-2.17445,-6.55738,-2.22281,-2.57946,-4.43585,0.0646634,0.0730747,0.152855,0.0496511,0.150762,0.0591286,0.0831875,0.427864,0.249214,-50588.4108,-0.631399999999989,0.05
1477010457200000,-6.72791,-2.47855,5.2109,4.15741,-0.239922,lidar,0.309124,-6.79288,-2.4458,-6.68761,-2.44386,-2.62788,-4.40288,0.0640408,0.0712729,0.152736,0.0510116,0.155085,0.059073,0.0830668,0.42717,0.248781,0.968400000000003,-0.659400000000012,0.05
1477010457250000,-6.88556,-2.68683,5.20803,4.13327,-0.259929,radar,0.912246,-7.14408,-2.67584,-6.82029,-2.66323,-2.6772,-4.36847,0.0659233,0.074859,0.150801,0.0521134,0.154185,0.0590958,0.0829332,0.426545,0.248347,0.986399999999996,-0.688199999999988,0.05
1477010457300000,-6.9739,-2.96414,5.25899,4.16136,-0.196842,lidar,2.96422,-6.8003,-3.10086,-6.95546,-2.88084,-2.7274,-4.3326,0.0649722,0.0726547,0.150826,0.052988,0.157661,0.0590028,0.0829345,0.425804,0.248067,1.004,-0.717400000000001,0.05
1477010457350000,-7.10159,-3.1891,5.23728,4.16236,-0.16947,radar,0.33979,-7.13937,-3.22028,-7.09316,-3.09663,-2.7784,-4.29523,0.067134,0.0766229,0.149267,0.0541311,0.156586,0.0589024,0.0829695,0.425071,0.247838,1.01999999999999,-0.747400000000003,0.05
1477010457400000,-7.22632,-3.38412,5.19196,4.14895,-0.178704,lidar,1.33422,-7.12118,-3.26434,-7.23344,-3.3105,-2.83017,-4.25632,0.066116,0.0736896,0.149407,0.054512,0.159399,0.0588019,0.082939,0.424348,0.247533,1.0354,-0.778200000000009,0.05
1477010457450000,-7.3712,-3.63391,5.23463,4.14998,-0.160256,radar,4.52014,-7.77186,-4.08999,-7.37632,-3.5224,-2.88265,-4.21586,0.0685164,0.0779598,0.147707,0.0560376,0.158968,0.0587012,0.0830544,0.42365,0.24742,1.0496,-0.80919999999999,0.05
1477010457500000,-7.53439,-3.76628,5.1311,4.10209,-0.223022,lidar,4.49389,-7.49009,-3.49081,-7.52184,-3.73223,-2.93579,-4.1738,0.0671885,0.0745342,0.14805,0.0559662,0.161159,0.0586049,0.0829356,0.422922,0.247001,1.0628,-0.841200000000004,0.05
1477010457550000,-7.68042,-3.97301,5.13575,4.08838,-0.231312,radar,0.438704,-7.52393,-3.88213,-7.67004,-3.93992,-2.98953,-4.13012,0.0698996,0.0792817,0.145562,0.0582349,0.162048,0.0585076,0.0828161,0.422197,0.246588,1.07480000000001,-0.873600000000003,0.05
1477010457600000,-7.83185,-4.20606,5.16949,4.08593,-0.216642,lidar,0.586065,-7.88049,-4.29783,-7.82094,-4.14538,-3.04381,-4.08479,0.0679431,0.0755138,0.146306,0.0577139,0.163482,0.0584111,0.0827506,0.421477,0.246241,1.0856,-0.906599999999997,0.05
1477010457650000,-7.98257,-4.42457,5.17691,4.0806,-0.20595,radar,0.426181,-8.08524,-4.57834,-7.97457,-4.34854,-3.09857,-4.03778,0.0710201,0.0807188,0.143729,0.0602619,0.164629,0.0583136,0.0827287,0.420766,0.245957,1.0952,-0.940200000000004,0.05
